,recipe,amount,unit,ingredient,price,instruction
84,pasta-with-etruscan-sauce,0.25,14.8,fine grain sea salt,31.24,"Bring a large pot of water to a boil over medium-high heat. Û¬Û¬In the meantime, prepare the Etruscan sauce. Place the olives, sun-dried tomatoes, cheese, parsley, egg, olive oil, garlic, red pepper flakes, and salt into a food processor and blend well, but not too much. You still want a bit of texture. Set aside. Salt the boiling water, and stir in the pasta. Cook until al dente, and reserve 1 1/2 cups of the pasta water for later. Stir in the broccoli if using, one minute before draining. After draining, return the pasta and broccoli to the pot, over medium heat, along with about 1 cup of the reserved pasta water. Stir in half of the Etruscan sauce and toss until everything is well coated, adding more sauce to your liking (taste as you go). Serve sprinkled with crushed kale chips (if you like), or dusted with more Pecorino. â¨â¨In the meantime, prepare the Etruscan sauce. Place the olives, sun-dried tomatoes, cheese, parsley, egg, olive oil, garlic, red pepper flakes, and salt into a food processor and blend well, but not too much. You still want a bit of texture. Set aside."
85,pasta-with-etruscan-sauce,1.0,453.6,dried pasta,31.24,"Bring a large pot of water to a boil over medium-high heat. Û¬Û¬In the meantime, prepare the Etruscan sauce. Place the olives, sun-dried tomatoes, cheese, parsley, egg, olive oil, garlic, red pepper flakes, and salt into a food processor and blend well, but not too much. You still want a bit of texture. Set aside. Salt the boiling water, and stir in the pasta. Cook until al dente, and reserve 1 1/2 cups of the pasta water for later. Stir in the broccoli if using, one minute before draining. After draining, return the pasta and broccoli to the pot, over medium heat, along with about 1 cup of the reserved pasta water. Stir in half of the Etruscan sauce and toss until everything is well coated, adding more sauce to your liking (taste as you go). Serve sprinkled with crushed kale chips (if you like), or dusted with more Pecorino. â¨â¨In the meantime, prepare the Etruscan sauce. Place the olives, sun-dried tomatoes, cheese, parsley, egg, olive oil, garlic, red pepper flakes, and salt into a food processor and blend well, but not too much. You still want a bit of texture. Set aside."
86,vegetarian-paella,3.0,14.8,extra virgin olive oil,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
87,vegetarian-paella,2.0,-1.0,spring carrots,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
88,vegetarian-paella,1.0,-1.0,bunch of scallions or spring onions,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
89,vegetarian-paella,3.0,-1.0,garlic cloves,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
90,vegetarian-paella,2.0,236.6,short-grain paella rice,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
91,vegetarian-paella,1.0,236.6,sofrito,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
92,vegetarian-paella,1.5,14.8,smoked paprika,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
93,vegetarian-paella,0.5,14.8,saffron threads,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
94,vegetarian-paella,3.0,236.6,peas cherry tomatoes summer squash baby artichokes (trimmed and quartered) baby radish,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
95,vegetarian-paella,5.0,236.6,hot vegetable stock,44.370000000000005,"Preheat oven to 300å¡F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Stir in the vegetables, pour the hot stock over all of it, stir, and bring to a moderate simmer. No more stirring allowed. Simmer for exactly 17 minutes. Set a timer. Taste the stock and re-season if necessary. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youÛªre confident your paella wonÛªt burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan. Preheat oven to 300Â°F. Heat the olive oil in a large (11 1/2-inch skillet) over medium heat- if you don't have a skillet that large, use a 9 1/2-inch skillet and cut the recipe in half. Sauce the carrots, scallions (or spring onions), until translucent. Stir in the garlic, and let it cook a little longer. Add the rice, stir well, and cook until the grains are also translucent, a few minutes - be mindful to not allow the rice to burn. Stir in the sofrito. Add the paprika. Crush the saffron with your fingers, and add that as well. Move the paella to the oven and bake for another 12 minutes. Remove, and if you want to try to get a bit more crust on the base of your paella, and youâre confident your paella wonât burn, return the paella to a burner for another minute or so. Remove from heat and allow it to rest for another few minutes. Top with anything else you like - olives, nuts, lemons, herbs, etc. Serve family style in the pan."
96,instant-pot-minestrone-soup-recipe,2.0,14.8,extra virgin olive oil,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
97,instant-pot-minestrone-soup-recipe,1.0,-1.0,medium onion,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
98,instant-pot-minestrone-soup-recipe,3.0,-1.0,carrots,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
99,instant-pot-minestrone-soup-recipe,3.0,-1.0,celery stalks,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
100,instant-pot-minestrone-soup-recipe,2.0,-1.0,medium cloves garlic,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
101,instant-pot-minestrone-soup-recipe,1.0,14.8,crushed red chile flakes,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
102,instant-pot-minestrone-soup-recipe,1.5,236.6,dried cannellini beans,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
103,instant-pot-minestrone-soup-recipe,5.0,-1.0,medium waxy potatoes,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
104,instant-pot-minestrone-soup-recipe,3.0,-1.0,chunk of Parmesan rind,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
105,instant-pot-minestrone-soup-recipe,8.0,236.6,of water,48.62999999999999,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÌ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL. Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese. Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sautÃ© the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
